Index;Name;Author;User Rating;Reviews;Price;Year;Genre 1;Genre 2;Genre 3;Number
368;The Fault in Our Stars;John Green;4,7;50 482;7;01/01/2014;Fiction;Teen & Young Adult;Literature & Fiction;1
369;The Fault in Our Stars;John Green;4,7;50 482;13;01/01/2014;Fiction;Teen & Young Adult;Literature & Fiction;1
370;The Five Dysfunctions of a Team: A Leadership Fable;Patrick Lencioni;4,6;3 207;6;01/01/2009;Non Fiction;Business & Money;Management & Leadership;1
371;The Five Dysfunctions of a Team: A Leadership Fable;Patrick Lencioni;4,6;3 207;6;01/01/2010;Non Fiction;Business & Money;Management & Leadership;1
372;The Five Dysfunctions of a Team: A Leadership Fable;Patrick Lencioni;4,6;3 207;6;01/01/2011;Non Fiction;Business & Money;Management & Leadership;1
373;The Five Dysfunctions of a Team: A Leadership Fable;Patrick Lencioni;4,6;3 207;6;01/01/2012;Non Fiction;Business & Money;Management & Leadership;1
374;The Five Dysfunctions of a Team: A Leadership Fable;Patrick Lencioni;4,6;3 207;6;01/01/2013;Non Fiction;Business & Money;Management & Leadership;1
375;The Five Love Languages: How to Express Heartfelt Commitment to Your Mate;Gary Chapman;4,6;803,00;9;01/01/2009;Non Fiction;Self-Help;Relationships;1
376;The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book);Don Miguel Ruiz;4,7;23 308;6;01/01/2013;Non Fiction;Self-Help;Personal Transformation;1
377;The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book);Don Miguel Ruiz;4,7;23 308;6;01/01/2015;Non Fiction;Self-Help;Personal Transformation;1
378;The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book);Don Miguel Ruiz;4,7;23 308;6;01/01/2016;Non Fiction;Self-Help;Personal Transformation;1
379;The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book);Don Miguel Ruiz;4,7;23 308;6;01/01/2017;Non Fiction;Self-Help;Personal Transformation;1
380;The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book);Don Miguel Ruiz;4,7;23 308;6;01/01/2018;Non Fiction;Self-Help;Personal Transformation;1
381;The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book);Don Miguel Ruiz;4,7;23 308;6;01/01/2019;Non Fiction;Self-Help;Personal Transformation;1
382;The Getaway;Jeff Kinney;4,8;5 836;0;01/01/2017;Fiction;Children's Books;Growing Up & Facts of Life;1
383;The Girl on the Train;Paula Hawkins;4,1;79 446;18;01/01/2015;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
384;The Girl on the Train;Paula Hawkins;4,1;79 446;7;01/01/2016;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
385;The Girl Who Kicked the Hornet's Nest (Millennium Trilogy);Stieg Larsson;4,7;7 747;14;01/01/2010;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
386;The Girl Who Kicked the Hornet's Nest (Millennium Trilogy);Stieg Larsson;4,7;7 747;14;01/01/2011;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
387;The Girl Who Played with Fire (Millennium Series);Stieg Larsson;4,7;7 251;9;01/01/2010;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
388;The Girl Who Played with Fire (Millennium);Stieg Larsson;4,7;7 251;16;01/01/2009;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
389;The Girl with the Dragon Tattoo (Millennium Series);Stieg Larsson;4,4;10 559;2;01/01/2009;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
390;The Girl with the Dragon Tattoo (Millennium Series);Stieg Larsson;4,4;10 559;2;01/01/2010;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
391;The Going-To-Bed Book;Sandra Boynton;4,8;5 249;5;01/01/2016;Fiction;Children's Books;Humor;1
392;The Going-To-Bed Book;Sandra Boynton;4,8;5 249;5;01/01/2017;Fiction;Children's Books;Humor;1
393;The Goldfinch: A Novel (Pulitzer Prize for Fiction);Donna Tartt;3,9;33 844;20;01/01/2013;Fiction;LGBTQ+ Books;Literature & Fiction;1
394;The Goldfinch: A Novel (Pulitzer Prize for Fiction);Donna Tartt;3,9;33 844;20;01/01/2014;Fiction;LGBTQ+ Books;Literature & Fiction;1
395;The Great Gatsby;F. Scott Fitzgerald;4,4;11 616;7;01/01/2012;Fiction;Literature & Fiction;Genre Fiction;1
396;The Great Gatsby;F. Scott Fitzgerald;4,4;11 616;7;01/01/2013;Fiction;Literature & Fiction;Genre Fiction;1
397;The Great Gatsby;F. Scott Fitzgerald;4,4;11 616;7;01/01/2014;Fiction;Literature & Fiction;Genre Fiction;1
398;The Guardians: A Novel;John Grisham;4,5;13 609;14;01/01/2019;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
399;The Guernsey Literary and Potato Peel Pie Society;Mary Ann Shaffer;4,7;8 587;10;01/01/2009;Fiction;Literature & Fiction;Genre Fiction;1
400;The Handmaid's Tale;Margaret Atwood;4,3;29 442;7;01/01/2017;Fiction;Literature & Fiction;Genre Fiction;1
401;The Harbinger: The Ancient Mystery that Holds the Secret of America's Future;Jonathan Cahn;4,6;11 098;13;01/01/2012;Fiction;Religion & Spirituality;Literature & Fiction;1
402;The Hate U Give;Angie Thomas;4,8;9 947;11;01/01/2018;Fiction;Teen & Young Adult;Literature & Fiction;1
403;The Help;Kathryn Stockett;4,8;13 871;6;01/01/2009;Fiction;Literature & Fiction;United States;1
404;The Help;Kathryn Stockett;4,8;13 871;6;01/01/2010;Fiction;Literature & Fiction;United States;1
405;The Help;Kathryn Stockett;4,8;13 871;8;01/01/2011;Fiction;Literature & Fiction;United States;1
406;The Help;Kathryn Stockett;4,8;13 871;7;01/01/2011;Fiction;Literature & Fiction;United States;1
407;The House of Hades (Heroes of Olympus, Book 4);Rick Riordan;4,8;6 982;14;01/01/2013;Fiction;Children's Books;Fairy Tales, Folk Tales & Myths;1
408;The Hunger Games;Suzanne Collins;4,7;32 122;14;01/01/2010;Fiction;Teen & Young Adult;Literature & Fiction;1
409;The Hunger Games (Book 1);Suzanne Collins;4,7;32 122;8;01/01/2011;Fiction;Teen & Young Adult;Literature & Fiction;1
410;The Hunger Games (Book 1);Suzanne Collins;4,7;32 122;8;01/01/2012;Fiction;Teen & Young Adult;Literature & Fiction;1
411;The Hunger Games Trilogy Boxed Set (1);Suzanne Collins;4,8;16 949;30;01/01/2011;Fiction;Teen & Young Adult;Literature & Fiction;1
412;The Hunger Games Trilogy Boxed Set (1);Suzanne Collins;4,8;16 949;30;01/01/2012;Fiction;Teen & Young Adult;Literature & Fiction;1
413;The Immortal Life of Henrietta Lacks;Rebecca Skloot;4,7;9 289;13;01/01/2010;Non Fiction;History;Americas;1
414;The Immortal Life of Henrietta Lacks;Rebecca Skloot;4,7;9 289;9;01/01/2011;Non Fiction;History;Americas;1
415;The Immortal Life of Henrietta Lacks;Rebecca Skloot;4,7;9 289;9;01/01/2012;Non Fiction;History;Americas;1
416;The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals;Laurel Randolph;4,3;7 368;7;01/01/2017;Non Fiction;Cookbooks, Food & Wine;Cooking by Ingredient;1
417;The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals;Laurel Randolph;4,3;7 368;7;01/01/2018;Non Fiction;Cookbooks, Food & Wine;Cooking by Ingredient;1
418;The Last Lecture;Randy Pausch;4,7;4 028;9;01/01/2009;Non Fiction;Biographies & Memoirs;Professionals & Academics;1
419;The Last Olympian (Percy Jackson and the Olympians, Book 5);Rick Riordan;4,8;4 628;7;01/01/2009;Fiction;Children's Books;Fairy Tales, Folk Tales & Myths;1
420;The Last Olympian (Percy Jackson and the Olympians, Book 5);Rick Riordan;4,8;4 628;7;01/01/2010;Fiction;Children's Books;Fairy Tales, Folk Tales & Myths;1
421;The Legend of Zelda: Hyrule Historia;Patrick Thorpe;4,9;5 396;20;01/01/2013;Fiction;Arts & Photography;Other Media;1
422;The Lego Ideas Book: Unlock Your Imagination;Daniel Lipkowitz;4,4;4 247;13;01/01/2011;Non Fiction;Children's Books;Activities, Crafts & Games;1
423;The Lego Ideas Book: Unlock Your Imagination;Daniel Lipkowitz;4,4;4 247;13;01/01/2012;Non Fiction;Children's Books;Activities, Crafts & Games;1
424;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing;Marie Kond?;4,5;22 641;11;01/01/2015;Non Fiction;Crafts, Hobbies & Home;Home Improvement & Design;1
425;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing;Marie Kond?;4,5;22 641;11;01/01/2016;Non Fiction;Crafts, Hobbies & Home;Home Improvement & Design;1
426;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing;Marie Kond?;4,5;22 641;11;01/01/2017;Non Fiction;Crafts, Hobbies & Home;Home Improvement & Design;1
427;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing;Marie Kond?;4,5;22 641;11;01/01/2019;Non Fiction;Crafts, Hobbies & Home;Home Improvement & Design;1
428;The Litigators;John Grisham;4,4;6 222;18;01/01/2011;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
429;The Lost Hero (Heroes of Olympus, Book 1);Rick Riordan;4,8;4 506;14;01/01/2010;Fiction;Children's Books;Fairy Tales, Folk Tales & Myths;1
430;The Lost Symbol;Dan Brown;4,2;8 747;19;01/01/2009;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
431;The Love Dare;Stephen Kendrick;4,8;1 655;13;01/01/2009;Non Fiction;Christian Books & Bibles;Christian Living;1
432;The Magnolia Story;Chip Gaines;4,9;7 861;5;01/01/2016;Non Fiction;Biographies & Memoirs;Arts & Literature;1
433;The Mark of Athena (Heroes of Olympus, Book 3);Rick Riordan;4,8;6 247;10;01/01/2012;Fiction;Children's Books;Fairy Tales, Folk Tales & Myths;1
434;The Martian;Andy Weir;4,7;39 459;9;01/01/2015;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
435;The Maze Runner (Book 1);James Dashner;4,5;10 101;8;01/01/2014;Fiction;Teen & Young Adult;Literature & Fiction;1
436;The Meltdown (Diary of a Wimpy Kid Book 13);Jeff Kinney;4,8;5 898;8;01/01/2018;Fiction;Children's Books;Science, Nature & How It Works;1
437;The Mueller Report;The Washington Post;4,6;2 744;12;01/01/2019;Non Fiction;Politics & Social Sciences;Politics & Government;1
438;The Nightingale: A Novel;Kristin Hannah;4,8;49 288;11;01/01/2015;Fiction;Literature & Fiction;Genre Fiction;1
439;The Nightingale: A Novel;Kristin Hannah;4,8;49 288;11;01/01/2016;Fiction;Literature & Fiction;Genre Fiction;1
440;The Official SAT Study Guide;The College Board;4,4;1 201;40;01/01/2010;Non Fiction;Teen & Young Adult;Education & Reference;1
441;The Official SAT Study Guide;The College Board;4,4;1 201;40;01/01/2011;Non Fiction;Teen & Young Adult;Education & Reference;1
442;The Official SAT Study Guide;The College Board;4,4;1 201;40;01/01/2012;Non Fiction;Teen & Young Adult;Education & Reference;1
443;The Official SAT Study Guide;The College Board;4,4;1 201;40;01/01/2013;Non Fiction;Teen & Young Adult;Education & Reference;1
444;The Official SAT Study Guide;The College Board;4,4;1 201;40;01/01/2014;Non Fiction;Teen & Young Adult;Education & Reference;1
445;The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat);The College Board;4,3;807,00;36;01/01/2016;Non Fiction;Teen & Young Adult;Education & Reference;1
446;The Paris Wife: A Novel;Paula McLain;4,3;3 759;16;01/01/2011;Fiction;Literature & Fiction;Genre Fiction;1
447;The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations;Ree Drummond;4,8;2 663;17;01/01/2013;Non Fiction;Cookbooks, Food & Wine;Entertaining & Holidays;1
448;The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…;Ree Drummond;4,8;3 428;14;01/01/2015;Non Fiction;Cookbooks, Food & Wine;Entertaining & Holidays;1
449;The Pioneer Woman Cooks: Food from My Frontier;Ree Drummond;4,8;2 876;21;01/01/2012;Non Fiction;Cookbooks, Food & Wine;Entertaining & Holidays;1
450;The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free;Dr. Steven R Gundry MD;4,5;3 601;18;01/01/2018;Non Fiction;Cookbooks, Food & Wine;Cooking by Ingredient;1
451;"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain";Dr. Steven R Gundry MD;4,4;7 058;17;01/01/2018;Non Fiction;Cookbooks, Food & Wine;Cooking by Ingredient;1
452;The Pout-Pout Fish;Deborah Diesen;4,8;9 784;5;01/01/2017;Fiction;Children's Books;Growing Up & Facts of Life;1
453;The Pout-Pout Fish;Deborah Diesen;4,8;9 784;5;01/01/2018;Fiction;Children's Books;Growing Up & Facts of Life;1
454;The Power of Habit: Why We Do What We Do in Life and Business;Charles Duhigg;4,6;10 795;21;01/01/2012;Non Fiction;Health, Fitness & Dieting;Psychology & Counseling;1
455;The President Is Missing: A Novel;James Patterson;4,3;10 191;18;01/01/2018;Fiction;Literature & Fiction;Action & Adventure;1
456;The Racketeer;John Grisham;4,3;14 493;18;01/01/2012;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
457;The Red Pyramid (The Kane Chronicles, Book 1);Rick Riordan;4,6;2 186;12;01/01/2010;Fiction;Children's Books;Science Fiction & Fantasy;1
458;The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2);F. A. Hayek;4,6;1 204;14;01/01/2010;Non Fiction;Politics & Social Sciences;Politics & Government;1
459;The Serpent's Shadow (The Kane Chronicles, Book 3);Rick Riordan;4,8;2 091;12;01/01/2012;Fiction;Children's Books;Science Fiction & Fantasy;1
460;The Shack: Where Tragedy Confronts Eternity;William P. Young;4,6;19 720;8;01/01/2009;Fiction;Children's Books;Literature & Fiction;1
461;The Shack: Where Tragedy Confronts Eternity;William P. Young;4,6;19 720;8;01/01/2017;Fiction;Children's Books;Literature & Fiction;1
462;The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga);Stephenie Meyer;4,6;2 122;0;01/01/2010;Fiction;Teen & Young Adult;Science Fiction & Fantasy;1
463;The Silent Patient;Alex Michaelides;4,5;27 536;14;01/01/2019;Fiction;Mystery, Thriller & Suspense;Thrillers & Suspense;1
464;The Son of Neptune (Heroes of Olympus, Book 2);Rick Riordan;4,8;4 290;10;01/01/2011;Fiction;Children's Books;Fairy Tales, Folk Tales & Myths;1
465;The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life;Mark Manson;4,6;26 490;15;01/01/2017;Non Fiction;Humor & Entertainment;Humor;1
466;The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life;Mark Manson;4,6;26 490;15;01/01/2018;Non Fiction;Humor & Entertainment;Humor;1
467;The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life;Mark Manson;4,6;26 490;15;01/01/2019;Non Fiction;Humor & Entertainment;Humor;1
468;The Sun and Her Flowers;Rupi Kaur;4,7;5 487;9;01/01/2017;Non Fiction;Literature & Fiction;Poetry;1
469;The Third Wheel (Diary of a Wimpy Kid, Book 7);Jeff Kinney;4,7;6 377;7;01/01/2012;Fiction;Children's Books;Humor;1
470;The Throne of Fire (The Kane Chronicles, Book 2);Rick Riordan;4,7;1 463;10;01/01/2011;Fiction;Children's Books;Growing Up & Facts of Life;1
471;The Time Traveler's Wife;Audrey Niffenegger;4,4;3 759;6;01/01/2009;Fiction;Science Fiction & Fantasy;Fantasy;1
472;The Tipping Point: How Little Things Can Make a Big Difference;Malcolm Gladwell;4,4;3 503;9;01/01/2009;Non Fiction;Business & Money;Marketing & Sales;1
473;The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness;Dave Ramsey;4,7;11 550;10;01/01/2019;Non Fiction;Christian Books & Bibles;Christian Living;1
474;The Twilight Saga Collection;Stephenie Meyer;4,7;3 801;82;01/01/2009;Fiction;Teen & Young Adult;Science Fiction & Fantasy;1
475;The Ugly Truth (Diary of a Wimpy Kid, Book 5);Jeff Kinney;4,8;3 796;12;01/01/2010;Fiction;Children's Books;Growing Up & Facts of Life;1
476;The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…;Dinah Bucholz;4,7;9 030;10;01/01/2019;Non Fiction;Children's Books;Arts, Music & Photography;1
477;The Very Hungry Caterpillar;Eric Carle;4,9;19 546;5;01/01/2013;Fiction;Children's Books;Early Learning;1
478;The Very Hungry Caterpillar;Eric Carle;4,9;19 546;5;01/01/2014;Fiction;Children's Books;Early Learning;1
479;The Very Hungry Caterpillar;Eric Carle;4,9;19 546;5;01/01/2015;Fiction;Children's Books;Early Learning;1
480;The Very Hungry Caterpillar;Eric Carle;4,9;19 546;5;01/01/2016;Fiction;Children's Books;Early Learning;1
481;The Very Hungry Caterpillar;Eric Carle;4,9;19 546;5;01/01/2017;Fiction;Children's Books;Early Learning;1
482;The Very Hungry Caterpillar;Eric Carle;4,9;19 546;5;01/01/2018;Fiction;Children's Books;Early Learning;1
483;The Very Hungry Caterpillar;Eric Carle;4,9;19 546;5;01/01/2019;Fiction;Children's Books;Early Learning;1
484;The Whole30: The 30-Day Guide to Total Health and Food Freedom;Melissa Hartwig Urban;4,6;7 508;16;01/01/2015;Non Fiction;Cookbooks, Food & Wine;Special Diet;1
485;The Whole30: The 30-Day Guide to Total Health and Food Freedom;Melissa Hartwig Urban;4,6;7 508;16;01/01/2016;Non Fiction;Cookbooks, Food & Wine;Special Diet;1
486;The Whole30: The 30-Day Guide to Total Health and Food Freedom;Melissa Hartwig Urban;4,6;7 508;16;01/01/2017;Non Fiction;Cookbooks, Food & Wine;Special Diet;1
487;The Wonderful Things You Will Be;Emily Winfield Martin;4,9;8 842;10;01/01/2016;Fiction;Children's Books;Growing Up & Facts of Life;1
488;The Wonderful Things You Will Be;Emily Winfield Martin;4,9;8 842;10;01/01/2017;Fiction;Children's Books;Growing Up & Facts of Life;1
489;The Wonderful Things You Will Be;Emily Winfield Martin;4,9;8 842;10;01/01/2018;Fiction;Children's Books;Growing Up & Facts of Life;1
490;The Wonderful Things You Will Be;Emily Winfield Martin;4,9;8 842;10;01/01/2019;Fiction;Children's Books;Growing Up & Facts of Life;1
491;The Wonky Donkey;Craig Smith;4,8;30 183;4;01/01/2018;Fiction;Children's Books;Animals;1
492;The Wonky Donkey;Craig Smith;4,8;30 183;4;01/01/2019;Fiction;Children's Books;Animals;1
493;The Wright Brothers;David McCullough;4,7;6 169;16;01/01/2015;Non Fiction;Engineering & Transportation;Transportation;1
494;Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge];Charles Krauthammer;4,7;7 034;15;01/01/2013;Non Fiction;Politics & Social Sciences;Politics & Government;1
495;Thinking, Fast and Slow;Daniel Kahneman;4,6;11 034;19;01/01/2011;Non Fiction;Business & Money;Management & Leadership;1
496;Thinking, Fast and Slow;Daniel Kahneman;4,6;11 034;19;01/01/2012;Non Fiction;Business & Money;Management & Leadership;1
497;Thirteen Reasons Why;Jay Asher;4,5;7 932;9;01/01/2017;Fiction;Teen & Young Adult;Literature & Fiction;1
498;Thomas Jefferson: The Art of Power;Jon Meacham;4,5;1 904;23;01/01/2012;Non Fiction;Biographies & Memoirs;Leaders & Notable People;1
499;Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time;Greg Mortenson;4,3;3 319;11;01/01/2009;Non Fiction;Biographies & Memoirs;Historical;1
500;Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time;Greg Mortenson;4,3;3 319;11;01/01/2010;Non Fiction;Biographies & Memoirs;Historical;1
501;Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks);Thug Kitchen;4,6;11 128;23;01/01/2014;Non Fiction;Cookbooks, Food & Wine;Vegetarian & Vegan;1
502;Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks);Thug Kitchen;4,6;11 128;23;01/01/2015;Non Fiction;Cookbooks, Food & Wine;Vegetarian & Vegan;1
503;Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks);Thug Kitchen;4,6;11 128;23;01/01/2016;Non Fiction;Cookbooks, Food & Wine;Vegetarian & Vegan;1
504;Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks);Thug Kitchen;4,6;11 128;23;01/01/2017;Non Fiction;Cookbooks, Food & Wine;Vegetarian & Vegan;1
505;Tina Fey: Bossypants;Tina Fey;4,3;5 977;12;01/01/2011;Non Fiction;Humor & Entertainment;Television;1
506;To Kill a Mockingbird;Harper Lee;4,8;26 234;0;01/01/2013;Fiction;Literature & Fiction;Genre Fiction;1
507;To Kill a Mockingbird;Harper Lee;4,8;26 234;0;01/01/2014;Fiction;Literature & Fiction;Genre Fiction;1
508;To Kill a Mockingbird;Harper Lee;4,8;26 234;0;01/01/2015;Fiction;Literature & Fiction;Genre Fiction;1
509;To Kill a Mockingbird;Harper Lee;4,8;26 234;0;01/01/2016;Fiction;Literature & Fiction;Genre Fiction;1
510;To Kill a Mockingbird;Harper Lee;4,8;26 234;7;01/01/2019;Fiction;Literature & Fiction;Genre Fiction;1
511;Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers;Timothy Ferriss;4,6;4 360;21;01/01/2017;Non Fiction;Business & Money;Management & Leadership;1
512;Towers of Midnight (Wheel of Time, Book Thirteen);Robert Jordan;4,8;2 282;21;01/01/2010;Fiction;Science Fiction & Fantasy;Fantasy;1
513;True Compass: A Memoir;Edward M. Kennedy;4,5;438,00;15;01/01/2009;Non Fiction;Biographies & Memoirs;Historical;1
514;Twilight (The Twilight Saga, Book 1);Stephenie Meyer;4,7;11 676;9;01/01/2009;Fiction;Teen & Young Adult;Science Fiction & Fantasy;1
515;Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers;DK;4,5;2 586;5;01/01/2014;Fiction;Children's Books;Growing Up & Facts of Life;1
516;Unbroken: A World War II Story of Survival, Resilience, and Redemption;Laura Hillenbrand;4,8;29 673;16;01/01/2010;Non Fiction;Biographies & Memoirs;Leaders & Notable People;1
517;Unbroken: A World War II Story of Survival, Resilience, and Redemption;Laura Hillenbrand;4,8;29 673;16;01/01/2011;Non Fiction;Biographies & Memoirs;Leaders & Notable People;1
518;Unbroken: A World War II Story of Survival, Resilience, and Redemption;Laura Hillenbrand;4,8;29 673;16;01/01/2012;Non Fiction;Biographies & Memoirs;Leaders & Notable People;1
519;Unbroken: A World War II Story of Survival, Resilience, and Redemption;Laura Hillenbrand;4,8;29 673;13;01/01/2014;Non Fiction;Biographies & Memoirs;Leaders & Notable People;1
520;Unbroken: A World War II Story of Survival, Resilience, and Redemption;Laura Hillenbrand;4,8;29 673;16;01/01/2014;Non Fiction;Biographies & Memoirs;Leaders & Notable People;1
521;Under the Dome: A Novel;Stephen King;4,3;6 740;20;01/01/2009;Fiction;Literature & Fiction;Genre Fiction;1
522;Unfreedom of the Press;Mark R. Levin;4,9;5 956;11;01/01/2019;Non Fiction;Reference;Writing, Research & Publishing Guides;1
523;Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books);Silly Bear;4,8;6 108;4;01/01/2019;Non Fiction;Crafts, Hobbies & Home;Crafts & Hobbies;1
524;Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely;Lysa TerKeurst;4,7;4 585;9;01/01/2016;Non Fiction;Christian Books & Bibles;Christian Living;1
525;Watchmen;Alan Moore;4,8;3 829;42;01/01/2009;Fiction;Comics & Graphic Novels;Graphic Novels;1
526;Water for Elephants: A Novel;Sara Gruen;4,5;8 958;12;01/01/2011;Fiction;Literature & Fiction;Genre Fiction;1
527;What Happened;Hillary Rodham Clinton;4,6;5 492;18;01/01/2017;Non Fiction;Politics & Social Sciences;Politics & Government;1
528;What If?: Serious Scientific Answers to Absurd Hypothetical Questions;Randall Munroe;4,7;9 292;17;01/01/2014;Non Fiction;Humor & Entertainment;Puzzles &  Games;1
529;What Pet Should I Get? (Classic Seuss);Dr. Seuss;4,7;1 873;14;01/01/2015;Fiction;Children's Books;Literature & Fiction;1
530;What Should Danny Do? (The Power to Choose Series);Adir Levy;4,8;8 170;13;01/01/2019;Fiction;Children's Books;Growing Up & Facts of Life;1
531;What to Expect When You're Expecting;Heidi Murkoff;4,4;3 341;9;01/01/2011;Non Fiction;Health, Fitness & Dieting;Women's Health;1
532;Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health;William Davis;4,4;7 497;6;01/01/2012;Non Fiction;Crafts, Hobbies & Home;Home Improvement & Design;1
533;Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health;William Davis;4,4;7 497;6;01/01/2013;Non Fiction;Crafts, Hobbies & Home;Home Improvement & Design;1
534;When Breath Becomes Air;Paul Kalanithi;4,8;13 779;14;01/01/2016;Non Fiction;Medical Books;Medicine;1
535;Where the Crawdads Sing;Delia Owens;4,8;87 841;15;01/01/2019;Fiction;Literature & Fiction;Genre Fiction;1
536;Where the Wild Things Are;Maurice Sendak;4,8;9 967;13;01/01/2009;Fiction;Children's Books;Science Fiction & Fantasy;1
537;Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane;The Staff of The Late Show with…;4,6;6 669;12;01/01/2018;Non Fiction;Humor & Entertainment;Humor;1
538;Wild: From Lost to Found on the Pacific Crest Trail;Cheryl Strayed;4,4;17 044;18;01/01/2012;Non Fiction;Travel ;United States;1
539;Winter of the World: Book Two of the Century Trilogy;Ken Follett;4,5;10 760;15;01/01/2012;Fiction;Literature & Fiction;Genre Fiction;1
540;Women Food and God: An Unexpected Path to Almost Everything;Geneen Roth;4,2;1 302;11;01/01/2010;Non Fiction;Health, Fitness & Dieting;Addiction & Recovery;1
541;Wonder;R. J. Palacio;4,8;21 625;9;01/01/2013;Fiction;Children's Books;Growing Up & Facts of Life;1
542;Wonder;R. J. Palacio;4,8;21 625;9;01/01/2014;Fiction;Children's Books;Growing Up & Facts of Life;1
543;Wonder;R. J. Palacio;4,8;21 625;9;01/01/2015;Fiction;Children's Books;Growing Up & Facts of Life;1
544;Wonder;R. J. Palacio;4,8;21 625;9;01/01/2016;Fiction;Children's Books;Growing Up & Facts of Life;1
545;Wonder;R. J. Palacio;4,8;21 625;9;01/01/2017;Fiction;Children's Books;Growing Up & Facts of Life;1
546;Wrecking Ball (Diary of a Wimpy Kid Book 14);Jeff Kinney;4,9;9 413;8;01/01/2019;Fiction;Children's Books;Growing Up & Facts of Life;1
547;You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life;Jen Sincero;4,7;14 331;8;01/01/2016;Non Fiction;Self-Help;Happiness;1
548;You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life;Jen Sincero;4,7;14 331;8;01/01/2017;Non Fiction;Self-Help;Happiness;1
549;You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life;Jen Sincero;4,7;14 331;8;01/01/2018;Non Fiction;Self-Help;Happiness;1
550;You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life;Jen Sincero;4,7;14 331;8;01/01/2019;Non Fiction;Self-Help;Happiness;1
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
